,FSCNAME,stellar_flag,RA_recom,DEC_recom,FLAG_POSITION,zspec,zspecflag,zphot,z,n91,j2,av1,err1,alb,FLUX_FUV,FLUXERR_FUV,FLUX_NUV,FLUXERR_NUV,umag,umagerr,gmag,gmagerr,rmag,rmagerr,imag,imagerr,zmag,zmagerr,jmag,jmagerr,hmag,hmagerr,kmag,kmagerr,am61,am61err,am_71,am71err,am81,am81err,WISE_S34,WISE_errS34,WISE_S46,WISE_errS46,WISE_S12,WISE_errS12,WISE_S22,WISE_errS22,IRAS_S12,IRAS_NQ1,IRAS_S25,IRAS_NQ2,IRAS_S60,IRAS_NQ3,IRAS_S100,IRAS_NQ4,Planck_S857,Planck_errS857,Planck_S545,Planck_errS545,Planck_S353,Planck_errS353,Planck_S217,Planck_errS217,FINT,EFINT,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f12,f25,nzflag,nirtem,errir3,nex,alp1,alp2,alp3,alp4,alp5,alp6,alcirr,alsb,ala220,alagn,alysb,alosb,alir,als12,als25,als60,als90,als100,als110,als140,als160,als250,als350,als550,als850,als1250,als1380,alm,sfr,almd,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,e_RAs,e_DEs,Sp,e_Sp,MajAxis,MinAxis,PA,Mosaic,angDist,Distance,L_843,L_60um,35GHz,L_35GHz
30,F23400-8705 ,1.0,356.067017,-86.808655,2.0,0.105999998748,5.0,0.009253,0.106,5.0,1.0,0.0,1.85099995136,11.3100004196,6.8735967,4.5119753,10.3727865,3.3254023,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.3020000458,0.0759999975562,14.4460000992,0.0689999982715,14.0100002289,0.0780000016093,14.5799999237,0.108999997377,13.7569999695,0.134000003338,13.5869998932,0.180999994278,1.69000005722,0.0399999991059,1.89,0.0399999991059,14.2100000381,1.0,44.8300018311,1.25999999046,0.0509999990463,1.0,0.0640000030398,2.0,0.221000000834,3.0,0.773000001907,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58999991417,-2.47000002861,-2.59999990463,-2.8599998951,-2.71000003815,-1.73000001907,-1.19000005722,1.0,2.0,0.0850000008941,3.0,0.0,0.984200000763,0.0157999992371,0.0,0.0,0.0,-10.220000267,11.1199998856,-9.81000041962,10.6599998474,-9.72999954224,-10.6000003815,11.25,-1.73000001907,-1.23000001907,-0.660000026226,-0.600000023842,-0.620000004768,-0.649999976158,-0.769999980927,-0.870000004768,-1.29999995232,-1.72000002861,-2.34999990463,-3.01999998093,-3.6400001049,-3.79999995232,11.8999996185,1.41999995708,7.15999984741,356.08629,-86.80897,23 44 20.71,-86 48 32.30,1.5,1.70000004768,412.0,12.3999996185,45.0,45.0,165.0,J0000M88,4.025428,489.784290735,25.0749069196,10.7384019784,41.1915897551,24.0748182566
32,F20445-6218 ,1.0,312.183929,-62.123707,2.0,0.107000000775,5.0,0.148154,0.107,3.0,1.0,0.0,2.14899992943,11.0,21.77244,4.448014,51.665092,4.202054,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.1590003967,0.0799999982119,14.2899999619,0.0759999975562,13.4799995422,0.0560000017285,14.5340003967,0.105999998748,13.7019996643,0.115000002086,13.0539999008,0.105999998748,2.51999998093,0.0599999986589,2.57,0.0500000007451,18.5100002289,1.0,91.7099990845,2.1400001049,0.0930000022054,1.0,0.177000001073,3.0,2.16700005531,3.0,2.91000008583,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.56999993324,-2.45000004768,-2.3900001049,0.0,0.0,-1.62999999523,-0.75,1.0,5.0,1.69900000095,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.1300001144,-10.7399997711,-10.720000267,-12.0399999619,11.9499998093,-11.5100002289,11.9499998093,-1.85000002384,-0.769999980927,0.340000003576,0.409999996424,0.389999985695,0.360000014305,0.209999993443,0.10000000149,-0.379999995232,-0.819999992847,-1.48000001907,-2.17000007629,-2.78999996185,-2.95000004768,11.5500001907,2.31999993324,8.59000015259,312.18175,-62.12372,20 48 43.62,-62 07 25.40,2.0,2.40000009537,15.5,1.0,56.2000007629,45.0,2.79999995232,J2100M64,3.668058,494.726518856,23.6590620721,11.7385893034,1.55012923525,22.6590982881
33,F03556-6300 ,1.0,59.083141,-62.860886,2.0,0.107560001314,5.0,0.127198,0.10756,5.0,5.0,0.0,17.8299999237,11.4099998474,32.883747,7.797387,38.975704,5.27042,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.5649995804,0.0689999982715,14.140999794,0.0469999983907,12.6169996262,0.0230000000447,15.123000145,0.165999993682,13.9189996719,0.12800000608,12.5699996948,0.0659999996424,25.6700000763,0.52999997139,47.25,0.879999995232,112.150001526,1.0,401.049987793,7.07999992371,0.125,3.0,0.462999999523,3.0,0.976000010967,3.0,1.09000003338,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80999994278,-2.52999997139,-2.19000005722,-1.74000000954,-1.37000000477,-0.899999976158,-0.330000013113,1.0,2.0,0.449999988079,4.0,0.0,0.96020001173,0.0397999994457,0.0,0.0,0.0,-10.8800001144,11.7600002289,-10.470000267,11.6999998093,-10.3900003433,-11.2600002289,12.029999733,-0.810000002384,-0.409999996424,-0.00999999977648,0.0399999991059,0.019999999553,-0.00999999977648,-0.129999995232,-0.230000004172,-0.660000026226,-1.08000004292,-1.72000002861,-2.38000011444,-3.0,-3.16000008583,11.2299995422,2.05999994278,7.80000019073,59.08317,-62.86069,03 56 19.96,-62 51 38.50,2.09999990463,2.29999995232,20.2999992371,1.20000004768,50.0999984741,45.9000015259,158.699996948,J0400M64,0.707205,497.497714393,23.7810781971,11.3970320022,2.03049592692,22.7811843023
35,F03107-5259 ,0.0,48.064983,-52.812557,2.0,0.108520001173,2.0,0.185769,0.10852,3.0,1.0,0.0,3.93300008774,11.1499996185,6.8930035,2.6290145,18.95638,2.244338,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.5839996338,0.0900000035763,14.6809997559,0.0759999975562,13.8100004196,0.0659999996424,15.0430002213,0.209999993443,14.3959999084,0.261999994516,13.2880001068,0.16400000453,1.61000001431,0.0399999991059,1.85,0.0399999991059,12.5500001907,1.0,39.2599983215,1.21000003815,0.0560000017285,1.0,0.0780000016093,1.0,0.935000002384,3.0,1.85800004005,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.77999997139,-2.72000002861,-2.48000001907,0.0,0.0,-1.80999994278,-1.24000000954,1.0,3.0,0.0670000016689,4.0,0.10000000149,0.0,0.0,0.899999976158,0.0,0.0,11.1700000763,-10.470000267,11.7100000381,-11.779999733,-10.3800001144,-11.25,11.8199996948,-1.85000002384,-1.22000002861,-0.0299999993294,0.259999990463,0.289999991655,0.310000002384,0.270000010729,0.209999993443,-0.119999997318,-0.490000009537,-1.09000003338,-1.73000001907,-2.33999991417,-2.49000000954,11.6899995804,2.11999988556,8.61999988556,48.06642,-52.81317,03 12 15.94,-52 48 47.40,2.5,2.70000004768,13.5,1.0,57.0999984741,49.9000015259,148.399993896,J0312M52,3.827109,502.254260932,23.6121810394,11.3866588716,1.35070225475,22.6124068845
36,F04063-3236 ,1.0,62.078796,-32.475098,2.0,0.10990999639,5.0,0.09144,0.10991,3.0,6.0,0.0,0.259000003338,11.5100002289,129.5054,10.231099,216.07932,8.094244,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.873000145,0.129999995232,15.1470003128,0.118000000715,14.3629999161,0.101000003517,14.6619997025,0.125,14.1829996109,0.186000004411,13.5880002975,0.207000002265,1.53999996185,0.0399999991059,1.86,0.0399999991059,16.0799999237,1.0,85.5100021362,2.15000009537,0.0780000016093,1.0,0.142000004649,3.0,1.84000003338,3.0,2.11999988556,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.1000003815,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.61999988556,-2.6400001049,-2.59999990463,0.0,0.0,-1.60000002384,-0.839999973774,1.0,5.0,0.495000004768,4.0,0.10000000149,0.0,0.0,0.0,0.899999976158,0.0,11.4799995422,-10.779999733,-10.7600002289,-12.0799999237,11.9399995804,-11.5600004196,12.0699996948,-1.51999998093,-0.819999992847,0.259999990463,0.409999996424,0.409999996424,0.409999996424,0.330000013113,0.25,-0.109999999404,-0.490000009537,-1.10000002384,-1.75,-2.3599998951,-2.50999999046,11.5100002289,2.3599998951,8.89000034332,62.07854,-32.47536,04 08 18.85,-32 28 31.30,4.30000019073,5.80000019073,10.8000001907,1.5,84.9000015259,58.0,163.100006104,J0412M32,1.222337,509.154597791,23.5271231066,11.6925171707,1.08099299869,22.527522221
38,F04223-5251 ,1.0,65.897736,-52.742771,2.0,0.110799998045,5.0,0.142878,0.1108,3.0,1.0,0.0,2.132999897,11.2700004578,7.7991095,2.904119,27.931479,3.2523751,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.968000412,0.0610000006855,14.1149997711,0.0729999989271,13.454000473,0.0500000007451,14.4610004425,0.107000000775,13.5439996719,0.104999996722,13.0290002823,0.104000002146,2.73000001907,0.0599999986589,2.4,0.0399999991059,20.8999996185,1.0,69.3700027466,1.35000002384,0.0460000000894,1.0,0.070000000298,2.0,0.959999978542,3.0,1.77499997616,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.53999996185,-2.38000011444,-2.38000011444,0.0,0.0,-1.60000002384,-1.14999997616,1.0,3.0,3.00999999046,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.9899997711,-10.5799999237,11.8699998856,11.2299995422,-10.5,-11.3599996567,11.9600000381,-1.40999996662,-0.920000016689,-0.019999999553,0.230000004172,0.25,0.25,0.189999997616,0.119999997318,-0.239999994636,-0.620000004768,-1.23000001907,-1.87999999523,-2.49000000954,-2.6400001049,11.8199996948,2.24000000954,8.51000022888,65.89471,-52.74189,04 23 34.73,-52 44 30.80,3.0,3.0,9.60000038147,0.899999976158,57.0999984741,48.9000015259,50.5999984741,J0424M52,7.317989,513.581070145,23.4834892694,11.4174892391,0.961127986548,22.4839992392
42,F23177-6754 ,0.0,350.203644,-67.64312,2.0,0.115570001304,2.0,0.032761,0.11557,3.0,2.0,0.0,0.451000005007,11.4200000763,18.04191,3.7313788,33.84843,3.036699,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.1470003128,0.0649999976158,14.3990001678,0.0900000035763,13.654999733,0.0570000000298,14.4750003815,0.116999998689,13.625,0.130999997258,13.4230003357,0.180999994278,2.24000000954,0.0500000007451,2.46,0.0500000007451,20.8099994659,1.0,99.5400009155,2.41000008583,0.0630000010133,1.0,0.159999996424,3.0,0.776000022888,3.0,1.05099999905,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54999995232,-2.41000008583,-2.53999996185,0.0,0.0,-1.57000005245,-0.790000021458,1.0,2.0,0.476999998093,4.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,11.1599998474,11.6999998093,-10.4399995804,-11.75,-10.3599996567,-11.2299995422,11.8100004196,-1.5,-0.889999985695,-0.109999999404,0.019999999553,0.0299999993294,0.0299999993294,-0.0299999993294,-0.10000000149,-0.449999988079,-0.819999992847,-1.42999994755,-2.06999993324,-2.68000006676,-2.82999992371,11.9799995422,2.04999995232,8.38000011444,350.20462,-67.64303,23 20 49.11,-67 38 34.90,3.70000004768,3.79999995232,6.69999980927,0.800000011921,48.5,46.0999984741,32.2000007629,J2324M68,1.375199,537.41467835,23.3666938376,11.3644807823,0.671703789607,22.3677968467
43,F22454-7100 ,1.0,342.259979,-70.748993,2.0,0.116499997675,5.0,0.148154,0.1165,3.0,1.0,0.0,6.83300018311,11.2100000381,6.8891416,2.3504314,13.765253,2.0966504,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.1359996796,0.0680000036955,14.3140001297,0.0869999974966,13.5120000839,0.0680000036955,14.5229997635,0.119000002742,13.4079999924,0.120999999344,12.8979997635,0.11400000006,2.84999990463,0.0599999986589,2.32,0.0500000007451,20.2800006866,1.0,32.1199989319,1.24000000954,0.0810000002384,1.0,0.0759999975562,1.0,0.541000008583,3.0,1.52999997139,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.56999993324,-2.32999992371,-2.32999992371,0.0,0.0,-1.59000003338,-1.32000005245,1.0,2.0,8.83199977875,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.75,11.6400003433,-10.3299999237,-11.6400003433,-10.25,-11.1199998856,11.6400003433,-1.75,-1.03999996185,-0.270000010729,-0.20000000298,-0.219999998808,-0.25,-0.360000014305,-0.460000008345,-0.889999985695,-1.29999995232,-1.94000005722,-2.6099998951,-3.22000002861,-3.38000011444,11.7600002289,1.94000005722,7.67999982834,342.26137,-70.74856,22 49 02.73,-70 44 54.80,4.30000019073,4.69999980927,6.80000019073,1.10000002384,52.2999992371,45.7000007629,27.2000007629,J2230M72,2.270651,542.083006862,23.3806405051,11.2153288586,0.681910441997,22.3818589274
44,F06009-7716 ,1.0,89.6549,-77.277603,2.0,0.11698000133,5.0,0.169499,0.11698,3.0,1.0,0.0,2.36500000954,10.7700004578,35.497303,8.602879,48.26143,6.0308657,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,16.2460002899,0.137999996543,14.5150003433,-99.0,14.3669996262,0.112000003457,14.861000061,0.193000003695,14.045999527,0.229000002146,13.1619997025,0.187999993563,1.63999998569,0.0399999991059,2.13,0.0399999991059,20.1499996185,1.0,73.0500030518,1.70000004768,0.0619999989867,1.0,0.118000000715,3.0,1.41600000858,3.0,2.10599994659,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70000004768,-2.57999992371,-2.43000006676,0.0,0.0,-1.47000002861,-0.920000016689,1.0,3.0,3.16100001335,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-11.1700000763,-10.7600002289,12.0399999619,11.3999996185,-10.6700000763,-11.5399999619,12.1300001144,-1.24000000954,-0.75,0.15000000596,0.40000000596,0.419999986887,0.430000007153,0.370000004768,0.300000011921,-0.0599999986589,-0.439999997616,-1.04999995232,-1.70000004768,-2.29999995232,-2.46000003815,11.3100004196,2.41000008583,8.68000030518,89.65775,-77.27853,05 58 37.86,-77 16 42.70,4.30000019073,4.5,6.5,1.0,46.4000015259,45.0,174.800003052,J0600M76,4.030141,544.495245346,23.3649015491,11.6370514395,0.65191550624,22.3661794946
46,F22537-6512 ,1.0,344.24176,-64.934082,2.0,0.120020002127,5.0,0.1324,0.12002,3.0,1.0,0.0,2.64700007439,11.5399999619,52.18944,4.098596,95.89395,3.2616563,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.1420001984,0.0799999982119,14.3459997177,0.070000000298,13.4930000305,0.0610000006855,14.2790002823,0.119999997318,13.7589998245,0.16099999845,12.9169998169,0.127000004053,2.3900001049,0.0500000007451,2.54,0.0500000007451,31.2900009155,1.0,145.61000061,3.11999988556,0.104999996722,1.0,0.199000000954,3.0,1.24699997902,3.0,1.77400004864,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.47000002861,-2.47000002861,-2.32999992371,0.0,0.0,-1.36000001431,-0.699999988079,1.0,2.0,0.172000005841,4.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,11.4099998474,11.9399995804,-10.6800003052,-11.9899997711,-10.6000003815,-11.4799995422,12.0500001907,-1.29999995232,-0.689999997616,0.10000000149,0.230000004172,0.239999994636,0.230000004172,0.170000001788,0.109999999404,-0.239999994636,-0.610000014305,-1.21000003815,-1.86000001431,-2.47000002861,-2.61999988556,12.0900001526,2.29999995232,8.63000011444,344.24271,-64.93447,22 56 58.25,-64 56 04.10,1.5,1.70000004768,808.5,24.2999992371,50.0999984741,45.7000007629,19.7000007629,J2300M64,2.012557,559.815224626,25.4837694304,11.6059558567,81.1586140624,24.4854240326
50,F01289-5405 ,0.0,22.736414,-53.836643,2.0,0.12487000227,2.0,0.148154,0.12487,3.0,1.0,0.0,1.20299994946,11.470000267,6.821753,3.3301458,21.691275,2.7296247,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.220000267,0.0750000029802,14.4259996414,0.0780000016093,13.5340003967,0.0630000010133,14.5520000458,0.133000001311,13.6899995804,0.142000004649,13.0880002975,0.136000007391,2.07999992371,0.0399999991059,1.82,0.0399999991059,11.4600000381,1.0,30.2299995422,1.27999997139,0.0780000016093,1.0,0.151999995112,1.0,0.816999971867,3.0,1.35500001907,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.57999992371,-2.44000005722,-2.40000009537,0.0,0.0,-1.83000004292,-1.34000003338,1.0,3.0,0.700999975204,4.0,0.10000000149,0.0,0.0,0.899999976158,0.0,0.0,11.2700004578,-10.5399999619,11.7899999619,-11.8299999237,-10.4600000381,-11.3400001526,11.9099998474,-1.90999996662,-1.28999996185,-0.0900000035763,0.209999993443,0.239999994636,0.259999990463,0.230000004172,0.180000007153,-0.15000000596,-0.519999980927,-1.11000001431,-1.75,-2.3599998951,-2.50999999046,12.0200004578,2.21000003815,8.71000003815,22.73562,-53.83669,01 30 56.55,-53 50 12.10,3.29999995232,3.40000009537,9.5,0.899999976158,57.0999984741,54.9000015259,58.2999992371,J0136M52,1.695176,584.191522285,23.5908340918,11.4593325421,0.954943241492,22.5930880599
53,F00333-8156 ,1.0,8.690228,-81.666351,2.0,0.127100005746,5.0,0.106624,0.1271,5.0,6.0,0.0,8.05399990082,11.5799999237,115.116516,9.138446,128.07333,3.8735018,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.4790000916,0.0839999988675,14.9219999313,0.12800000608,14.0500001907,0.0869999974966,14.8529996872,0.153999999166,14.0600004196,0.197999998927,13.3990001678,0.17499999702,2.99000000954,0.0599999986589,5.0,0.10000000149,33.2799987793,1.0,158.339996338,3.24000000954,0.0769999995828,1.0,0.196999996901,3.0,0.556999981403,3.0,1.08899998665,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70000004768,-2.58999991417,-2.52999997139,-2.63000011444,-2.30999994278,-1.37999999523,-0.699999988079,1.0,2.0,0.986000001431,3.0,0.0,0.984200000763,0.0157999992371,0.0,0.0,0.0,-10.8100004196,11.6899995804,-10.3900003433,11.2100000381,-10.3100004196,-11.1899995804,11.8100004196,-1.34000003338,-0.839999973774,-0.25,-0.189999997616,-0.209999993443,-0.230000004172,-0.34999999404,-0.449999988079,-0.870000004768,-1.27999997139,-1.91999995708,-2.57999992371,-3.20000004768,-3.3599998951,11.5799999237,1.99000000954,7.73000001907,8.69046,-81.66667,00 34 45.71,-81 40 00.00,2.09999990463,2.29999995232,13.0,0.800000011921,46.9000015259,45.0,164.399993896,J0000M80,1.154762,595.463139279,23.7436531266,11.3095649461,1.3075920016,22.7461820208
55,F23253-5415 ,1.0,352.025208,-53.975273,2.0,0.130040004849,5.0,0.106624,0.13004,3.0,3.0,0.0,3.04299998283,11.6999998093,73.7528,7.4370403,129.17773,5.956084,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.1450004578,0.0710000023246,14.2189998627,0.082999996841,13.5039997101,0.054999999702,14.1260004044,0.0939999967813,13.654999733,0.143000006676,12.843000412,0.116999998689,2.58999991417,0.0599999986589,2.88,0.0599999986589,16.6499996185,1.0,140.990005493,3.01999998093,0.0640000030398,1.0,0.21400000155,3.0,2.29600000381,3.0,3.49300003052,2.0,740.946,143.813,382.019,136.188,140.826,68.967,13.879,86.0530014038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41000008583,-2.43000006676,-2.29999995232,0.0,0.0,-1.61000001431,-0.670000016689,1.0,3.0,2.06900000572,5.0,0.10000000149,0.0,0.0,0.899999976158,0.0,0.0,11.7600002289,-11.029999733,12.279999733,-12.3199996948,-10.9399995804,-11.8299999237,12.3999996185,-1.46000003815,-0.839999973774,0.360000014305,0.660000026226,0.699999988079,0.709999978542,0.689999997616,0.629999995232,0.310000002384,-0.0599999986589,-0.649999976158,-1.28999996185,-1.89999997616,-2.04999995232,12.0799999237,2.70000004768,9.19999980927,352.02587,-53.97547,23 28 06.21,-53 58 31.70,1.70000004768,1.89999997616,35.2999992371,1.29999995232,57.0999984741,51.4000015259,40.0,J2336M52,1.570845,610.384610144,24.1989818281,11.9461790346,3.55357496561,23.2018726318
57,F21292-4953 ,1.0,323.150787,-49.673538,2.0,0.135529994965,5.0,0.180321,0.13553,3.0,1.0,0.0,3.5,11.2899999619,9.638136,2.8676345,31.260603,3.0009649,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.3870000839,0.0729999989271,14.4099998474,0.0860000029206,13.6719999313,0.0579999983311,14.968000412,0.194999992847,13.9160003662,0.181999996305,13.1899995804,0.15000000596,1.90999996662,0.0399999991059,2.43,0.0500000007451,22.8600006104,1.0,134.029998779,3.11999988556,0.105999998748,1.0,0.153999999166,2.0,2.48200011253,3.0,3.08100008965,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.75,-2.52999997139,-2.44000005722,0.0,0.0,-1.57000005245,-0.810000002384,1.0,5.0,3.08500003815,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.6099996567,-11.1800003052,-11.1800003052,-12.4600000381,12.3900003433,-11.9799995422,12.3900003433,-1.87000000477,-0.740000009537,0.389999985695,0.490000009537,0.469999998808,0.439999997616,0.300000011921,0.189999997616,-0.280000001192,-0.72000002861,-1.37000000477,-2.04999995232,-2.68000006676,-2.83999991417,11.8299999237,2.75999999046,9.02999973297,323.15104,-49.67375,21 32 36.25,-49 40 25.50,1.79999995232,1.79999995232,28.3999996185,1.20000004768,60.5999984741,45.2999992371,97.5,J2120M48,0.964305,638.434353581,24.1435508388,12.0190342928,2.8634067497,23.1471155403
58,F04025-8303 ,1.0,59.296867,-82.920723,2.0,0.136600002646,5.0,0.164126,0.1366,3.0,1.0,0.0,74.0120010376,11.5200004578,17.51255,6.4108496,69.889694,6.430654,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.7559995651,0.0509999990463,13.7969999313,0.0599999986589,12.7939996719,0.0309999994934,14.6300001144,0.159999996424,13.484000206,0.128999993205,12.779999733,0.0610000006855,7.65999984741,0.159999996424,10.9,0.209999993443,36.9300003052,1.0,107.650001526,2.09999990463,0.070000000298,2.0,0.140000000596,3.0,0.89099997282,3.0,1.32799994946,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66000008583,-2.48000001907,-2.27999997139,0.0,0.0,-1.14999997616,-0.850000023842,1.0,3.0,0.762000024319,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-11.1000003815,-10.6599998474,11.9600000381,11.470000267,-10.5799999237,-11.470000267,12.0799999237,-1.25999999046,-0.829999983311,-0.0500000007451,0.209999993443,0.230000004172,0.239999994636,0.189999997616,0.119999997318,-0.230000004172,-0.610000014305,-1.21000003815,-1.86000001431,-2.47000002861,-2.61999988556,12.0600004196,2.32999992371,8.60000038147,59.29892,-82.91942,03 57 11.74,-82 55 09.90,3.40000009537,3.5,7.59999990463,0.899999976158,45.2000007629,45.0999984741,57.4000015259,J0300M84,4.778433,643.929536377,23.578490292,11.5815543832,0.766495075155,22.5821860612
59,F20031-4935 ,1.0,301.705658,-49.454304,2.0,0.136999994516,5.0,0.111732,0.137,3.0,2.0,0.0,2.18400001526,11.7399997711,33.99803,4.3478227,50.996666,2.981171,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.4280004501,0.0949999988079,14.6490001678,0.108000002801,13.8330001831,0.0790000036359,14.0520000458,0.122000001371,13.1219997406,0.122000001371,12.6140003204,0.136000007391,2.83999991417,0.0599999986589,3.56,0.070000000298,13.75,1.0,44.4599990845,1.40999996662,0.129999995232,1.0,0.125,1.0,0.495999991894,3.0,0.927999973297,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38000011444,-2.21000003815,-2.21000003815,0.0,0.0,-1.63999998569,-1.10000002384,1.0,2.0,0.082999996841,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,11.4499998093,11.6199998856,-10.4099998474,-11.6899995804,-10.3299999237,-11.220000267,11.8400001526,-1.62000000477,-1.10000002384,-0.300000011921,-0.109999999404,-0.0799999982119,-0.0599999986589,-0.0799999982119,-0.129999995232,-0.439999997616,-0.790000021458,-1.37999999523,-2.01999998093,-2.61999988556,-2.77999997139,12.279999733,2.03999996185,8.60999965668,301.70283,-49.45311,20 06 48.68,-49 27 11.20,2.29999995232,3.5,12.6999998093,1.10000002384,81.1999969482,46.5,3.79999995232,J2000M48,7.891527,645.986119744,23.8042500886,11.3299280423,1.28099805612,22.8079948436
